,X,Y,S
01011302,"[13.387377230584507, 13.397357314968998, 13.400755669451788, 13.401210957931116, 13.401720009003, 13.403632118816676, 13.408189180765865, 13.410090615198108, 13.410282603388145, 13.409494754082637, 13.406456000612577, 13.407993520587945, 13.40721661971883, 13.405239091148099, 13.400916450074424, 13.400544817064956, 13.400426179397858, 13.398085675341902, 13.396311462163263, 13.39386266400044, 13.393591665186634, 13.393708824269597, 13.393431080299479, 13.391732259858168, 13.388153177124037, 13.387289026683465, 13.387377230584507]","[52.527331379997534, 52.52952676874034, 52.52973461568239, 52.53001858265791, 52.52989103263014, 52.529999800489584, 52.529227301084084, 52.528810279074484, 52.5284223796241, 52.528606974065944, 52.52486391107386, 52.52440211781284, 52.5233285871351, 52.523380626743474, 52.5225061793345, 52.522298762500235, 52.52244772489916, 52.52234167320875, 52.52183943996496, 52.522182458616825, 52.522162153413035, 52.52202128347669, 52.52187514251653, 52.52217375691468, 52.521997639878826, 52.5270355199422, 52.527331379997534]","[[13.387377230584507, 52.527331379997534], [13.397357314968998, 52.52952676874034], [13.400755669451788, 52.52973461568239], [13.401210957931116, 52.53001858265791], [13.401720009003, 52.52989103263014], [13.403632118816676, 52.529999800489584], [13.408189180765865, 52.529227301084084], [13.410090615198108, 52.528810279074484], [13.410282603388145, 52.5284223796241], [13.409494754082637, 52.528606974065944], [13.406456000612577, 52.52486391107386], [13.407993520587945, 52.52440211781284], [13.40721661971883, 52.5233285871351], [13.405239091148099, 52.523380626743474], [13.400916450074424, 52.5225061793345], [13.400544817064956, 52.522298762500235], [13.400426179397858, 52.52244772489916], [13.398085675341902, 52.52234167320875], [13.396311462163263, 52.52183943996496], [13.39386266400044, 52.522182458616825], [13.393591665186634, 52.522162153413035], [13.393708824269597, 52.52202128347669], [13.393431080299479, 52.52187514251653], [13.391732259858168, 52.52217375691468], [13.388153177124037, 52.521997639878826], [13.387289026683465, 52.5270355199422], [13.387377230584507, 52.527331379997534]]"
01011303,"[13.39695703376475, 13.398568706540207, 13.400426179397858, 13.400544817064956, 13.400916450074424, 13.405239091148099, 13.40721661971883, 13.407993520587945, 13.406456000612577, 13.409494754082637, 13.410282603388145, 13.410090615198108, 13.411312977732745, 13.4154310511117, 13.420501286307497, 13.42017271408735, 13.417822414584899, 13.415124965311653, 13.41417686006789, 13.414343874969097, 13.41412185832348, 13.415028842715406, 13.415638959827435, 13.41671067975751, 13.417448152316036, 13.418190224464407, 13.417988160063393, 13.416738877772364, 13.41459359751083, 13.411014885637453, 13.41048624672577, 13.41083248259558, 13.410370337155205, 13.40924282894981, 13.408381132673117, 13.406305872164179, 13.405463598858324, 13.403903832584792, 13.401230410274847, 13.398671590431736, 13.39663161096549, 13.397260942073359, 13.39695703376475]","[52.522081553644036, 52.52238933865244, 52.52244772489916, 52.522298762500235, 52.5225061793345, 52.523380626743474, 52.5233285871351, 52.52440211781284, 52.52486391107386, 52.528606974065944, 52.5284223796241, 52.528810279074484, 52.52862107928157, 52.5274629365259, 52.52524949797292, 52.524619905701975, 52.52249586345714, 52.52034059690984, 52.51990031945516, 52.519787379216694, 52.51968991814032, 52.51887468796483, 52.51760146882084, 52.51649542063258, 52.515378796514526, 52.514822893205164, 52.513953555440054, 52.51430005393866, 52.514431848783865, 52.513372162265235, 52.5136489057066, 52.5139263463089, 52.514144792976296, 52.51427394218834, 52.514577834829666, 52.51481574858291, 52.515358808206706, 52.51676940600267, 52.519594265599004, 52.521294075753396, 52.521755581845014, 52.52198957375161, 52.522081553644036]","[[13.39695703376475, 52.522081553644036], [13.398568706540207, 52.52238933865244], [13.400426179397858, 52.52244772489916], [13.400544817064956, 52.522298762500235], [13.400916450074424, 52.5225061793345], [13.405239091148099, 52.523380626743474], [13.40721661971883, 52.5233285871351], [13.407993520587945, 52.52440211781284], [13.406456000612577, 52.52486391107386], [13.409494754082637, 52.528606974065944], [13.410282603388145, 52.5284223796241], [13.410090615198108, 52.528810279074484], [13.411312977732745, 52.52862107928157], [13.4154310511117, 52.5274629365259], [13.420501286307497, 52.52524949797292], [13.42017271408735, 52.524619905701975], [13.417822414584899, 52.52249586345714], [13.415124965311653, 52.52034059690984], [13.41417686006789, 52.51990031945516], [13.414343874969097, 52.519787379216694], [13.41412185832348, 52.51968991814032], [13.415028842715406, 52.51887468796483], [13.415638959827435, 52.51760146882084], [13.41671067975751, 52.51649542063258], [13.417448152316036, 52.515378796514526], [13.418190224464407, 52.514822893205164], [13.417988160063393, 52.513953555440054], [13.416738877772364, 52.51430005393866], [13.41459359751083, 52.514431848783865], [13.411014885637453, 52.513372162265235], [13.41048624672577, 52.5136489057066], [13.41083248259558, 52.5139263463089], [13.410370337155205, 52.514144792976296], [13.40924282894981, 52.51427394218834], [13.408381132673117, 52.514577834829666], [13.406305872164179, 52.51481574858291], [13.405463598858324, 52.515358808206706], [13.403903832584792, 52.51676940600267], [13.401230410274847, 52.519594265599004], [13.398671590431736, 52.521294075753396], [13.39663161096549, 52.521755581845014], [13.397260942073359, 52.52198957375161], [13.39695703376475, 52.522081553644036]]"
01011304,"[13.417988160063393, 13.418190224464407, 13.417448152316036, 13.41671067975751, 13.415638959827435, 13.415028842715406, 13.41412185832348, 13.414343874969097, 13.41417686006789, 13.415124965311653, 13.417822414584899, 13.42017271408735, 13.420501286307497, 13.424245867578811, 13.426500938292241, 13.426520159039592, 13.425546975591233, 13.429181231581163, 13.428400454239721, 13.426916215364251, 13.425926593835374, 13.426302635472691, 13.426148952123839, 13.426753468972727, 13.425101998947376, 13.42384302315442, 13.42279363672396, 13.417988160063393]","[52.513953555440054, 52.514822893205164, 52.515378796514526, 52.51649542063258, 52.51760146882084, 52.51887468796483, 52.51968991814032, 52.519787379216694, 52.51990031945516, 52.52034059690984, 52.52249586345714, 52.524619905701975, 52.52524949797292, 52.52379570491149, 52.523290858239854, 52.522938589304026, 52.522790537559004, 52.52122307123049, 52.51958536164488, 52.519743649565996, 52.51839136634281, 52.51828954820582, 52.51807089691564, 52.517958679314766, 52.51508111435513, 52.51336796289652, 52.51224912913993, 52.513953555440054]","[[13.417988160063393, 52.513953555440054], [13.418190224464407, 52.514822893205164], [13.417448152316036, 52.515378796514526], [13.41671067975751, 52.51649542063258], [13.415638959827435, 52.51760146882084], [13.415028842715406, 52.51887468796483], [13.41412185832348, 52.51968991814032], [13.414343874969097, 52.519787379216694], [13.41417686006789, 52.51990031945516], [13.415124965311653, 52.52034059690984], [13.417822414584899, 52.52249586345714], [13.42017271408735, 52.524619905701975], [13.420501286307497, 52.52524949797292], [13.424245867578811, 52.52379570491149], [13.426500938292241, 52.523290858239854], [13.426520159039592, 52.522938589304026], [13.425546975591233, 52.522790537559004], [13.429181231581163, 52.52122307123049], [13.428400454239721, 52.51958536164488], [13.426916215364251, 52.519743649565996], [13.425926593835374, 52.51839136634281], [13.426302635472691, 52.51828954820582], [13.426148952123839, 52.51807089691564], [13.426753468972727, 52.517958679314766], [13.425101998947376, 52.51508111435513], [13.42384302315442, 52.51336796289652], [13.42279363672396, 52.51224912913993], [13.417988160063393, 52.513953555440054]]"
01011305,"[13.40381953121766, 13.405924600211046, 13.405982339853768, 13.40329618511618, 13.403286573988291, 13.402181224939255, 13.405841099225679, 13.406929627076416, 13.408381132673117, 13.40924282894981, 13.410370337155205, 13.41083248259558, 13.41048624672577, 13.411014885637453, 13.41459359751083, 13.416738877772364, 13.417988160063393, 13.416541833500505, 13.411809370880249, 13.411520274604683, 13.409969791380489, 13.408029517783495, 13.40528446013477, 13.404439721955232, 13.40381953121766]","[52.508092723482875, 52.51006479866993, 52.51148921468747, 52.5114032908552, 52.51126217200385, 52.511392194449755, 52.513806597221745, 52.51469647814887, 52.514577834829666, 52.51427394218834, 52.514144792976296, 52.5139263463089, 52.5136489057066, 52.513372162265235, 52.514431848783865, 52.51430005393866, 52.513953555440054, 52.51082997727156, 52.504791537206344, 52.50489077126348, 52.5069251869091, 52.50617926695481, 52.50821050990577, 52.507771334834125, 52.508092723482875]","[[13.40381953121766, 52.508092723482875], [13.405924600211046, 52.51006479866993], [13.405982339853768, 52.51148921468747], [13.40329618511618, 52.5114032908552], [13.403286573988291, 52.51126217200385], [13.402181224939255, 52.511392194449755], [13.405841099225679, 52.513806597221745], [13.406929627076416, 52.51469647814887], [13.408381132673117, 52.514577834829666], [13.40924282894981, 52.51427394218834], [13.410370337155205, 52.514144792976296], [13.41083248259558, 52.5139263463089], [13.41048624672577, 52.5136489057066], [13.411014885637453, 52.513372162265235], [13.41459359751083, 52.514431848783865], [13.416738877772364, 52.51430005393866], [13.417988160063393, 52.513953555440054], [13.416541833500505, 52.51082997727156], [13.411809370880249, 52.504791537206344], [13.411520274604683, 52.50489077126348], [13.409969791380489, 52.5069251869091], [13.408029517783495, 52.50617926695481], [13.40528446013477, 52.50821050990577], [13.404439721955232, 52.507771334834125], [13.40381953121766, 52.508092723482875]]"
01011306,"[13.411809370880249, 13.416541833500505, 13.417988160063393, 13.42318314919007, 13.428372675107788, 13.429120168851359, 13.429401425375897, 13.429028330377195, 13.428816484524887, 13.427199504752846, 13.426708518637088, 13.424951335684785, 13.423358774454258, 13.421810746814613, 13.41943096216735, 13.418943353328782, 13.418213032019121, 13.41760144465335, 13.414907330890067, 13.414592845715186, 13.414072102163882, 13.411809370880249]","[52.504791537206344, 52.51082997727156, 52.513953555440054, 52.512088027904596, 52.50907018110836, 52.508903368315934, 52.50857130715288, 52.50803603018151, 52.507979056286366, 52.50566588608271, 52.50579896857772, 52.50518035654739, 52.50498710092207, 52.505041950683754, 52.50564894521187, 52.50506032039441, 52.50501769485403, 52.504169202537106, 52.50491844885448, 52.504792063431935, 52.50403709365272, 52.504791537206344]","[[13.411809370880249, 52.504791537206344], [13.416541833500505, 52.51082997727156], [13.417988160063393, 52.513953555440054], [13.42318314919007, 52.512088027904596], [13.428372675107788, 52.50907018110836], [13.429120168851359, 52.508903368315934], [13.429401425375897, 52.50857130715288], [13.429028330377195, 52.50803603018151], [13.428816484524887, 52.507979056286366], [13.427199504752846, 52.50566588608271], [13.426708518637088, 52.50579896857772], [13.424951335684785, 52.50518035654739], [13.423358774454258, 52.50498710092207], [13.421810746814613, 52.505041950683754], [13.41943096216735, 52.50564894521187], [13.418943353328782, 52.50506032039441], [13.418213032019121, 52.50501769485403], [13.41760144465335, 52.504169202537106], [13.414907330890067, 52.50491844885448], [13.414592845715186, 52.504792063431935], [13.414072102163882, 52.50403709365272], [13.411809370880249, 52.504791537206344]]"
01011401,"[13.3749240562488, 13.37970989532264, 13.38209460473502, 13.38773183802108, 13.390148443418012, 13.393228733431103, 13.395858137116685, 13.397319682294869, 13.398618626362657, 13.39909409237865, 13.399172612630222, 13.401210957931116, 13.400755669451788, 13.397357314968998, 13.387377230584507, 13.3749240562488]","[52.53732467359589, 52.54011424391503, 52.53774403607181, 52.533136532955616, 52.535356567939665, 52.53726240913211, 52.53808351669037, 52.53619201922152, 52.53265021657044, 52.53274909250182, 52.532396043423994, 52.53001858265791, 52.52973461568239, 52.52952676874034, 52.527331379997534, 52.53732467359589]","[[13.3749240562488, 52.53732467359589], [13.37970989532264, 52.54011424391503], [13.38209460473502, 52.53774403607181], [13.38773183802108, 52.533136532955616], [13.390148443418012, 52.535356567939665], [13.393228733431103, 52.53726240913211], [13.395858137116685, 52.53808351669037], [13.397319682294869, 52.53619201922152], [13.398618626362657, 52.53265021657044], [13.39909409237865, 52.53274909250182], [13.399172612630222, 52.532396043423994], [13.401210957931116, 52.53001858265791], [13.400755669451788, 52.52973461568239], [13.397357314968998, 52.52952676874034], [13.387377230584507, 52.527331379997534], [13.3749240562488, 52.53732467359589]]"
01011402,"[13.395858137116685, 13.404189575106322, 13.404703549352215, 13.407485643565206, 13.408349386581628, 13.406423074351538, 13.405990328442256, 13.406085400074463, 13.405584751554523, 13.403632118816676, 13.401720009003, 13.401210957931116, 13.399172612630222, 13.39909409237865, 13.398618626362657, 13.397319682294869, 13.395858137116685]","[52.53808351669037, 52.54040091806603, 52.5401870867769, 52.534688915502855, 52.53434728700932, 52.53234773714328, 52.53077973054197, 52.53060465577491, 52.52966464157729, 52.529999800489584, 52.52989103263014, 52.53001858265791, 52.532396043423994, 52.53274909250182, 52.53265021657044, 52.53619201922152, 52.53808351669037]","[[13.395858137116685, 52.53808351669037], [13.404189575106322, 52.54040091806603], [13.404703549352215, 52.5401870867769], [13.407485643565206, 52.534688915502855], [13.408349386581628, 52.53434728700932], [13.406423074351538, 52.53234773714328], [13.405990328442256, 52.53077973054197], [13.406085400074463, 52.53060465577491], [13.405584751554523, 52.52966464157729], [13.403632118816676, 52.529999800489584], [13.401720009003, 52.52989103263014], [13.401210957931116, 52.53001858265791], [13.399172612630222, 52.532396043423994], [13.39909409237865, 52.53274909250182], [13.398618626362657, 52.53265021657044], [13.397319682294869, 52.53619201922152], [13.395858137116685, 52.53808351669037]]"
01022101,"[13.31292611371031, 13.326623909547013, 13.32862244853742, 13.328755708343374, 13.324629831429741, 13.3247188577862, 13.323827723884657, 13.32956998066347, 13.329158578496214, 13.329324608291087, 13.328620418342421, 13.326836889610917, 13.324735062629586, 13.323521442397888, 13.321677533857489, 13.320265754993873, 13.319172052104964, 13.318687837164005, 13.318778625379663, 13.317798262109992, 13.31664782516396, 13.313353846526143, 13.316747235579601, 13.316614270698532, 13.31730426170025, 13.317050204305454, 13.317513552606398, 13.313395304675138, 13.313029875735163, 13.31292611371031]","[52.53217464373638, 52.53404258955066, 52.53443849765996, 52.53283477998228, 52.53213409600928, 52.52796277498769, 52.525566547284505, 52.5239724662793, 52.52293618369991, 52.5227874116378, 52.52255116069761, 52.52376245842583, 52.52453721236476, 52.52468869093111, 52.524566218364214, 52.524185103445674, 52.52341753514869, 52.522072761243116, 52.52111503892071, 52.52036662561958, 52.520962981221345, 52.530260761198214, 52.53090420163609, 52.53116259791299, 52.531544566942536, 52.532049797968654, 52.53237634989612, 52.53188119297018, 52.5318730351228, 52.53217464373638]","[[13.31292611371031, 52.53217464373638], [13.326623909547013, 52.53404258955066], [13.32862244853742, 52.53443849765996], [13.328755708343374, 52.53283477998228], [13.324629831429741, 52.53213409600928], [13.3247188577862, 52.52796277498769], [13.323827723884657, 52.525566547284505], [13.32956998066347, 52.5239724662793], [13.329158578496214, 52.52293618369991], [13.329324608291087, 52.5227874116378], [13.328620418342421, 52.52255116069761], [13.326836889610917, 52.52376245842583], [13.324735062629586, 52.52453721236476], [13.323521442397888, 52.52468869093111], [13.321677533857489, 52.524566218364214], [13.320265754993873, 52.524185103445674], [13.319172052104964, 52.52341753514869], [13.318687837164005, 52.522072761243116], [13.318778625379663, 52.52111503892071], [13.317798262109992, 52.52036662561958], [13.31664782516396, 52.520962981221345], [13.313353846526143, 52.530260761198214], [13.316747235579601, 52.53090420163609], [13.316614270698532, 52.53116259791299], [13.31730426170025, 52.531544566942536], [13.317050204305454, 52.532049797968654], [13.317513552606398, 52.53237634989612], [13.313395304675138, 52.53188119297018], [13.313029875735163, 52.5318730351228], [13.31292611371031, 52.53217464373638]]"
01022102,"[13.327706090203964, 13.323827723884657, 13.3247188577862, 13.324629831429741, 13.328755708343374, 13.328956559935346, 13.327706090203964]","[52.52441444077394, 52.525566547284505, 52.52796277498769, 52.53213409600928, 52.53283477998228, 52.527526035167575, 52.52441444077394]","[[13.327706090203964, 52.52441444077394], [13.323827723884657, 52.525566547284505], [13.3247188577862, 52.52796277498769], [13.324629831429741, 52.53213409600928], [13.328755708343374, 52.53283477998228], [13.328956559935346, 52.527526035167575], [13.327706090203964, 52.52441444077394]]"
01022103,"[13.311413140902939, 13.326827049751161, 13.329134680013967, 13.3271900062915, 13.327326664942811, 13.328690885752266, 13.333651070473357, 13.33935009039066, 13.347174040358448, 13.348877307329277, 13.352571851136132, 13.354304510424392, 13.361188235902002, 13.356704214227143, 13.356542339438278, 13.339602270679304, 13.33561729659343, 13.331889849099808, 13.32874809779077, 13.32862244853742, 13.326623909547013, 13.31292611371031, 13.312554378612642, 13.311413140902939]","[52.53561428862454, 52.53774910619746, 52.538230358241684, 52.53964616422376, 52.54143039708738, 52.54109771515137, 52.54124670321605, 52.53975448752387, 52.53873437070701, 52.538805782917514, 52.539571929485454, 52.53967388828795, 52.53783562317339, 52.535792742419325, 52.53598470120183, 52.534081961821016, 52.53322473207231, 52.53286689414416, 52.53307921539953, 52.53443849765996, 52.53404258955066, 52.53217464373638, 52.53264099755049, 52.53561428862454]","[[13.311413140902939, 52.53561428862454], [13.326827049751161, 52.53774910619746], [13.329134680013967, 52.538230358241684], [13.3271900062915, 52.53964616422376], [13.327326664942811, 52.54143039708738], [13.328690885752266, 52.54109771515137], [13.333651070473357, 52.54124670321605], [13.33935009039066, 52.53975448752387], [13.347174040358448, 52.53873437070701], [13.348877307329277, 52.538805782917514], [13.352571851136132, 52.539571929485454], [13.354304510424392, 52.53967388828795], [13.361188235902002, 52.53783562317339], [13.356704214227143, 52.535792742419325], [13.356542339438278, 52.53598470120183], [13.339602270679304, 52.534081961821016], [13.33561729659343, 52.53322473207231], [13.331889849099808, 52.53286689414416], [13.32874809779077, 52.53307921539953], [13.32862244853742, 52.53443849765996], [13.326623909547013, 52.53404258955066], [13.31292611371031, 52.53217464373638], [13.312554378612642, 52.53264099755049], [13.311413140902939, 52.53561428862454]]"
01022104,"[13.32880556520844, 13.328956559935346, 13.32874809779077, 13.331889849099808, 13.33561729659343, 13.339602270679304, 13.34382873895379, 13.343639578559142, 13.343808419232627, 13.343457708381223, 13.34348643616057, 13.338803117954162, 13.32880556520844]","[52.52721020060365, 52.527526035167575, 52.53307921539953, 52.53286689414416, 52.53322473207231, 52.534081961821016, 52.53455219187076, 52.53234464018513, 52.53221023418919, 52.53151926138116, 52.526147170724, 52.52626978754797, 52.52721020060365]","[[13.32880556520844, 52.52721020060365], [13.328956559935346, 52.527526035167575], [13.32874809779077, 52.53307921539953], [13.331889849099808, 52.53286689414416], [13.33561729659343, 52.53322473207231], [13.339602270679304, 52.534081961821016], [13.34382873895379, 52.53455219187076], [13.343639578559142, 52.53234464018513], [13.343808419232627, 52.53221023418919], [13.343457708381223, 52.53151926138116], [13.34348643616057, 52.526147170724], [13.338803117954162, 52.52626978754797], [13.32880556520844, 52.52721020060365]]"
01022105,"[13.327706090203964, 13.32880556520844, 13.338803117954162, 13.33902523921192, 13.334703466590673, 13.33010335026329, 13.329472988017645, 13.327706090203964]","[52.52441444077394, 52.52721020060365, 52.52626978754797, 52.52586589856542, 52.524800299711906, 52.52397200694036, 52.52393896962271, 52.52441444077394]","[[13.327706090203964, 52.52441444077394], [13.32880556520844, 52.52721020060365], [13.338803117954162, 52.52626978754797], [13.33902523921192, 52.52586589856542], [13.334703466590673, 52.524800299711906], [13.33010335026329, 52.52397200694036], [13.329472988017645, 52.52393896962271], [13.327706090203964, 52.52441444077394]]"
01022106,"[13.328679482064562, 13.329324608291087, 13.329158578496214, 13.32956998066347, 13.336128882014254, 13.33902523921192, 13.338803117954162, 13.34348643616057, 13.343067967928436, 13.342493306445153, 13.341702539560773, 13.340880099305844, 13.34019308855036, 13.339785214827346, 13.339389142109935, 13.338661216875137, 13.335608984207324, 13.334475042441259, 13.33228237706788, 13.330899268214546, 13.329634166013484, 13.329172827600887, 13.329094541650647, 13.32949050879653, 13.329531357797483, 13.32926764083086, 13.328679482064562]","[52.52253243610858, 52.5227874116378, 52.52293618369991, 52.5239724662793, 52.525143526569586, 52.52586589856542, 52.52626978754797, 52.526147170724, 52.52522955374264, 52.52524255553111, 52.52244407377615, 52.52225695268011, 52.52187512894254, 52.52139970099049, 52.520457858554195, 52.51957533289197, 52.51731411775068, 52.51682870506507, 52.516703741167476, 52.517125392818315, 52.517953460720456, 52.51865142534028, 52.519105986941256, 52.52046128155804, 52.52117848232523, 52.52183020910649, 52.52253243610858]","[[13.328679482064562, 52.52253243610858], [13.329324608291087, 52.5227874116378], [13.329158578496214, 52.52293618369991], [13.32956998066347, 52.5239724662793], [13.336128882014254, 52.525143526569586], [13.33902523921192, 52.52586589856542], [13.338803117954162, 52.52626978754797], [13.34348643616057, 52.526147170724], [13.343067967928436, 52.52522955374264], [13.342493306445153, 52.52524255553111], [13.341702539560773, 52.52244407377615], [13.340880099305844, 52.52225695268011], [13.34019308855036, 52.52187512894254], [13.339785214827346, 52.52139970099049], [13.339389142109935, 52.520457858554195], [13.338661216875137, 52.51957533289197], [13.335608984207324, 52.51731411775068], [13.334475042441259, 52.51682870506507], [13.33228237706788, 52.516703741167476], [13.330899268214546, 52.517125392818315], [13.329634166013484, 52.517953460720456], [13.329172827600887, 52.51865142534028], [13.329094541650647, 52.519105986941256], [13.32949050879653, 52.52046128155804], [13.329531357797483, 52.52117848232523], [13.32926764083086, 52.52183020910649], [13.328679482064562, 52.52253243610858]]"
